dataset_id,n_trees,max_features,percent_data,time,score
9,9,0.5,0.5,5.91,0.621
9,9,0.5,0.6,7.57,0.669
9,9,0.5,0.7,8.98,0.682
9,9,0.5,0.8,10.51,0.724
9,9,0.5,0.9,11.55,0.735
9,9,0.5,1.0,13.68,0.761
9,11,0.5,0.1,0.91,0.485
9,11,0.5,0.2,2.26,0.505
9,11,0.5,0.3,4.0,0.547
9,11,0.5,0.4,5.46,0.611
9,11,0.5,0.5,7.39,0.624
9,11,0.5,0.6,9.03,0.688
9,11,0.5,0.7,10.89,0.709
9,11,0.5,0.8,12.8,0.732
9,11,0.5,0.9,14.12,0.74
9,11,0.5,1.0,15.79,0.774
9,13,0.5,0.1,1.12,0.501
9,13,0.5,0.2,2.78,0.508
9,13,0.5,0.3,4.46,0.514
9,13,0.5,0.4,6.38,0.596
9,13,0.5,0.5,8.37,0.626
9,13,0.5,0.6,10.55,0.669
9,13,0.5,0.7,12.01,0.716
9,13,0.5,0.8,13.9,0.758
9,13,0.5,0.9,15.73,0.776
9,13,0.5,1.0,18.54,0.782
9,15,0.5,0.1,1.25,0.507
9,15,0.5,0.2,3.21,0.504
9,15,0.5,0.3,5.29,0.538
9,15,0.5,0.4,7.75,0.635
9,15,0.5,0.5,9.98,0.638
9,15,0.5,0.6,11.87,0.689
9,15,0.5,0.7,14.24,0.723
9,15,0.5,0.8,15.96,0.754
9,15,0.5,0.9,18.36,0.763
9,15,0.5,1.0,20.78,0.791
